,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
3863,gp:AOqpTOHt7txD19Ro8_exGUVP6CGh9uU47hDEvtZ2Qc1IHJmB1p1MGt7mkV6qsZhOcitEFgXIePNfeBN8doT8mho,Haroon Siddiqi,https://play-lh.googleusercontent.com/a-/AOh14GjGAQrG4Kyn1hVHiM5SBYwP56ftMWRXog7Vg48USg,Worst expereice with Cheeta. Never orrer food with them. worst customer support ever seen.,1,0,3.8.1,2020-07-10 20:56:56,,
3864,gp:AOqpTOFK_QE6fIzSIPKN1gZxg812KOMDsFH8G28ohbMN_gOGsKETPA5Qxf60LwmMWnAq-6hNLSWM6v4xEggSmrU,More Than Technology,https://play-lh.googleusercontent.com/a-/AOh14GgbcGVVcV7N3wCbmB3uHuy6yICoWEPQSUZByrLQ,Cheap app delivery was so late,1,0,,2020-07-02 12:12:18,,
3865,gp:AOqpTOGGcSsob40Yt4uPN94eWpBtx7Awcvk9jNS5e8rWGK4apa4bqfhmpiAVwWLfJVw_bdDmTP0fKo_E4rH3Y2c,Rao Bilal,https://play-lh.googleusercontent.com/a-/AOh14GgJSjALEQj-SF_w7yfAdhn5f5ekJOOKa_bRX9ycaw,Overall good aap and service,5,0,3.9.4,2020-10-24 17:52:32,,
3866,gp:AOqpTOF7dKPXxCBX-mS78NWznaRK9ujJnFUic0v6WXwfCZy5mECSFcJ4dOatg8ufoOCASRPbNrF-zWcSqA4xI4A,Aman Butt,https://play-lh.googleusercontent.com/a/AATXAJwRhKEGEkdWZahwztdwx4L1599mLmkw7WADA1xS=mo,Worst experience... They closed the cheetay cash payment method and wasted my money ...,1,0,,2020-06-22 08:04:36,,
3867,gp:AOqpTOHrqpItTuFvoYayLQmKi3FeAlOwIqgzk6Koa2IGzLUZULtJxeOYJmzRjZ3HHw-2g1gSTOkhMpc0lR8W6ck,Qazi Munawar,https://play-lh.googleusercontent.com/a/AATXAJybJs6lXdhNRfUEOA3GS_YUTj0WUplFelW9jeH8=mo,The quantity of the deals never increases,1,0,3.2.1,2020-02-18 16:01:39,,
3868,gp:AOqpTOHGCLhyF3y1B2VZXKrxPtKFXSfpVPgSZiliO3VS-yltC1Elr5CunLFtqMLE1eIOYCv_R5Wcio-jinhe4GE,I Rafi,https://play-lh.googleusercontent.com/a/AATXAJwZLlJtHnLysvdKOaTJmHhorHZ8uRlp1k1g6PrP=mo,even after 5 hours no order rcvd while it is being marked as rcvd. s***** service n such non professional behaviour.. first n the last time tried..,1,0,3.5.3,2020-03-18 20:10:49,,
3869,gp:AOqpTOGuzf8Ei9Bs0rqJy2rYsGIg7_EfS3ffWrAyZ3NhcEtWY4Kem7smhsEOL5T-Z7pyysBEsbBFYEGs0dB2A7U,Khudair Ali,https://play-lh.googleusercontent.com/a/AATXAJxOtTFL-O3prZBb8uktUcDWG8hZHWOJ9bkAarfl=mo,Very brand of abroadfastfoodandpizza restaurant please try it in karachi,5,0,3.9.1,2020-09-09 18:20:15,,
3870,gp:AOqpTOExuAAtD_Erl1HzfHNjgIhDvgiasBNwNBaHztPvh7YO0gAkg3ZV4pISLwviiaSyROdZ7FI14w7na2mCuRI,Aww Zaynub,https://play-lh.googleusercontent.com/a/AATXAJzJMATEdGolFF1AmyVJRIcK9066iaUQhTcDWDTL=mo,"After 1hour of struggle, mera account verify nhi ker Raha.",1,0,,2021-05-20 11:35:09,"Hey Zaynub, please send us your complete mobile number and the screenshot of the error at info@cheetay.pk so we may get your issue checked.",2021-05-20 14:34:39
3871,gp:AOqpTOFjZs9E_0USP13dRS1PqkyEATkc7zNUsmH9CLRQTN0M1dmbwbGfiruC5SAm8-cjcdmfUqEz6dC3Uh9ub5o,Karam Hussain,https://play-lh.googleusercontent.com/a-/AOh14GhmFwa2YY_f9_V3pj_msu1q3J0GAb_EFjTSgN-mpw,Is a good services in all things are possible to get a ride home am Happy,5,0,,2020-11-30 09:48:33,,
3872,gp:AOqpTOEhPbb9Ffl8Tg6wLqbTunEG2oTCn-h9xUxyj4O45POv3WqcfDEpL5YAkQ4e0p9MTv8Dnz-yjIkUpIas0ug,usama khalil,https://play-lh.googleusercontent.com/a-/AOh14GhUe1P3HBx4bQj6K58wxnKpLwt4oHVAZS6Ars2cRA,Very late delivery. 2 hours gone and I did not get food 😤😤😤😤😤😤😤😤,1,0,3.1.2,2020-01-22 20:41:25,,
3873,gp:AOqpTOEnSA2-3Je5xshD2jw01AnnE4x4NutGl6UNeSNwdiMuYHwkfvPun9pmGoK5wJM6oUvRx8d6GxwYu6Ng-LI,Rija Tariq Lodhi,https://play-lh.googleusercontent.com/a-/AOh14GjRXKAOPXFxmsJA2FUei7qVG1Fq73SQLhGg_PVGfw,Excellent service. Well-mannered riders.,5,0,3.9.1,2020-09-08 15:13:49,,
3874,gp:AOqpTOF3F4epoAhB-bOv0e2lIgwtZioyEe6snALsGxGxdSkwggHwxBKaweJDe69ZgFvg_3L8bBikhmZysxM0Rrc,honey rehman,https://play-lh.googleusercontent.com/a/AATXAJxbmKNdoOKEF00aUoXk-60KD-zLLHrQcDdY8027=mo,I wanted to order breakfast in this lockdown and McDonald's was available on Cheetay. I ordered and happily filled my tummy!,5,0,3.6.1,2020-04-03 06:43:28,,
3875,gp:AOqpTOFhtUd_ElEKnxFODAqLr9iFFoVltjjkKphOoF62cZ7XckiyuIn5g27TL3LmUj9Tv4bOAC4uMFUtM7sVaFk,Tehreem Qazi,https://play-lh.googleusercontent.com/a-/AOh14Gj6AMC0pdYXLCErTL8CA4GKIxnmt1td6OOJAGDKqg,Time bohat lagaty Hain.. ar restaurants KY delivery charges bhot zadia,2,0,3.9.3,2020-10-08 07:04:39,,
3876,gp:AOqpTOEVKZsUFarm0e057EQaFV18bwUxp50FRfBxDML-7pyUUTBKVnTe3Rw68Pb1HzsjI7hc4_qCIt5RPpbTGto,Usman ali,https://play-lh.googleusercontent.com/a-/AOh14GieJ9DLVxqJgx5VwRL_s3Ert24ifjkHQZPUd2L9Dw,Srvices is very slow And high rates in app,1,0,3.8.1,2021-06-18 20:55:24,"Hi Usman, we are always working hard to improve our services so that orders are delivered timely. Can you please share your order ID at info@cheetay.pk? We will get your issue checked.",2021-06-25 07:41:26
3877,gp:AOqpTOFO8ib7N-fdg2s7gwpX9W3ilqonbkuJxfdLHvTIw5ALCy8_FvdY-tu03jrUGNwDr9s03nD2rv72mjINvaE,Kashif Zain,https://play-lh.googleusercontent.com/a-/AOh14GjN_EsUlPxS_CWwPPUMv4YAiAHI1npKdvpve3gajw,New update make me confused difficult to understand kindly make it simple as before,5,0,3.10.0,2020-11-14 14:03:23,,
3878,gp:AOqpTOHA5OigO_NgT71tf6ADXNrNlvuogyqxszPrhsPUEFn9CkMqCM3W7pvrUTtx-a_Uszl9KjbBnYAHkM-PyNg,Aysha Aziz,https://play-lh.googleusercontent.com/a/AATXAJxXWv2uZEoTyXdrcUaGjsxbiJ2T0gUik1ATRiQA=mo,Good app but limited restaurant,5,0,3.8.2,2020-08-08 16:49:52,,
3879,gp:AOqpTOEZxlcH2gABnJw7lGKpLe-Q7q9s-CHG23ayQfXw9g9Wsdx3wErultlDaeN92entkEMrbdDZSi4EpeLlmd8,Hanzala Khan,https://play-lh.googleusercontent.com/a-/AOh14Gh4RbqmUWpBoEG9OOPKjSF_xtXlARqoILDyNKjUWA,Mostly the restaurants are closed and when i order it get cancelled,1,0,3.9.1,2020-08-31 13:52:36,,
3880,gp:AOqpTOFAV5EjY_0hdn-hDpt2FK8_Ce1MPQRmxvW4LCbt6q-UDk4yC94bw2FBTCH3WAZ4IPfCMqF6f8t31Y75sXE,Abdullah Khalid,https://play-lh.googleusercontent.com/a/AATXAJxtNMZu0Lq1keamxBUG59BXIgjVQdOrpfkBm6k3=mo,very irresponsible staff.after nearly spending 2 hours they told me that the order can not be delivered. pathetic,1,0,1.52,2019-06-15 17:18:17,,
3881,gp:AOqpTOElfnXg8KwDB5DFTyDgbu_HWDp-5hCJJrejDkrQvA__T9AnQeFsoGY62zc4aHvq5mcwTq23J9CPvnYwRKs,Umair Abid,https://play-lh.googleusercontent.com/a/AATXAJzwte9_Park0u_HrNNPHlHcZlJSNZXXkBDzyDjR=mo,Worst app i have ever installed A lot of bugs.,1,0,,2020-06-22 16:35:00,,
3882,gp:AOqpTOEfqSZtkMgRCXkgwi8IBet-YczSFuNsEbuIeU35J0FqHLCIQ2n0P2qLr8hWmYs6QwU0O1wOZvwGPIUyORQ,Raja Zubair,https://play-lh.googleusercontent.com/a/AATXAJxT5cvTFm5L9tSO_T_icGWk-K8_2bZ_XxpPuLaJ=mo,Where's savour??,3,0,3.12.4,2021-08-05 14:33:28,Hey Raja. We apologize for the inconvenience you had to face. Please provide us your complete address here or send us the complete details at info@cheetay.pk so we can further assist you.,2021-08-06 10:48:24
3883,gp:AOqpTOEVwfrU-2gr2Hogcm2e0RUWjDrfZOYksFrX6V2K0Bruvfil5b_FM5C_JXYA-SDxVqjYqx6RPcogWrW1el0,Usabia,https://play-lh.googleusercontent.com/a-/AOh14GjQn5sJ1BoJ8ociqzFFVE5IX6P1v2CIfbA5TbioYis,such a useless n ghatiya tareen app... waste of time n energy... logo ko ullu bana rahy hian ya log... 😡😡😡😡😡😡😡😡😡😡😡😡,1,0,,2019-06-19 14:44:36,,
3884,gp:AOqpTOE-Oc3QKMlgO4h4Rb8odV1bRnXR7SNNP58tlpvLyUw_JNd2keJntWRvTH9F-gYAfAZecy3rxL0PExoU-iw,Mutih Ahmed,https://play-lh.googleusercontent.com/a-/AOh14GgnZIAMXEiRj2QTZ-P5Q_ckvHGUO5gG_VH6bAOMWg,Quite low response,1,0,3.12.4,2021-08-04 22:23:18,Hey Mutih. We're always looking to improve your experience. Any specific incident we can look into for you? Let us know by reaching out to info@cheetay.pk.,2021-08-05 09:53:10
3885,gp:AOqpTOFscaeoKRX_Qtk1onLAVx3Ypv_dahatIXAKO-7Kp1YG5GTnoOUAexFiVKPoUHCi1F1-51TI24U0J69ydVc,Mohammad Zafar,https://play-lh.googleusercontent.com/a-/AOh14GhLHtliZD8uCZvpvrfluafEgtG3r2BZK91m-DjKdw,Best app for ordering quality food.,5,0,1.52,2019-07-22 04:00:45,It is delightful to hear such positive words and it’s always a pleasure to serve our users.,2019-07-22 12:07:09
3886,gp:AOqpTOG1tsW6YEPoS6SAgJy4ZXtB45TtLd9x2jG8BB7YfX-xZeQlcF3MgGu7eYlkEU2O93v2vlcHelIhyOB7mtM,Shahid Bashir,https://play-lh.googleusercontent.com/a/AATXAJzw_6GGDHXVRuwgBhY6VVxBzfb1mvsMzyUtiRdK=mo,Order two time but order not even deliverd in 2 hours.,1,0,1.56,2019-09-09 16:58:22,,
3887,gp:AOqpTOFIi-KP7JlWCIN8KLhq2ed9HHLmvXawXbbR2dkRxB_3FR-3ai6Vxi5l-J1FeLznJVNkdRKV8F96VsCDPUM,Nubesha Jawed,https://play-lh.googleusercontent.com/a/AATXAJxo2lvDOfk66uCf6zr2STc8BYDpQfU0WUSTFep6=mo,Good app with great discounts,5,0,,2020-11-12 15:06:26,,
3888,gp:AOqpTOG08dlhei5mCeV8Ka4WOWgAGJxANsn2NVOu8j0ZRK4i7OltrLAoLULbiXdO1WOXMNkQ4hHbzf0BqzJeOfM,faheem akhtar,https://play-lh.googleusercontent.com/a-/AOh14GhWbsE88SD9KfHEWiMCzc6w3mdIsU_9NpOYagFl0g,"Awesome discounts, love it.",5,0,3.9.1,2020-09-08 17:58:23,,
3889,gp:AOqpTOFc3-C9p_oWSEh3Hg5iEPWuUs2eWgnBb78DH07HhRpwf6ymYmz7vv4wIDZewKNEB7wCqixo5KMvY_-DqeI,Momin Pk,https://play-lh.googleusercontent.com/a/AATXAJwd3wnuVn0eVn__XngWENEXJoioovH0N9xepGGj=mo,Worst app ever ... Deleting the app.. order biryani . From the restaurant only 10min away from my house. It take 1:30 hours to reach my order,1,0,,2020-11-07 18:05:49,,
3890,gp:AOqpTOF4fAO2OzlOsp63tNcUL-gYPmwHiQfZ0oWCuMkdGgltWiluG0R1FwGemqW7lp7ijvZxpynMb2h65FP2EoI,BASIT TOOR,https://play-lh.googleusercontent.com/a-/AOh14Gho7yx5MVjcVrvk4eEE8j9_fK1kyBrfkjSrAsT2Fw,"""SUCH A THIRD CLASS SERVICE"" i ordered for two single savour 14 aug night 12:30 AM and they are giving me my order now next day morning 12:05 PM..... I refused to receive order now all the payment is on dilivery boy now who is responsible for such pathetic services and that poor dilivery boy👎 VERY DISAPPOINTED",1,0,,2020-08-14 07:41:54,,
3891,gp:AOqpTOE8EICjU5Fdw0a379eD3u09Vebf7737kyRsrtutfcv3ZNPkHi4EK_Wh1RbJF4Sn_fOdgUpN0OgQwgDFnA8,Rehan Saleem,https://play-lh.googleusercontent.com/a/AATXAJzSmcvuf48AXbQ_WoCmDyZSxtb9gIERM621qzPm=mo,The dont have a many resturents choice and discounts offers,1,0,1.56,2019-09-04 17:29:33,,
3892,gp:AOqpTOHRYQpPIsSR4Fy-ZRQzimVPQVaCPoJFzFxoJZtj7XUZI0wRfyksdxbjWU4-hQdT18DXrcT9Nc2-fis2Peg,Khurram m,https://play-lh.googleusercontent.com/a/AATXAJydamUnmqX81RZ371MsWdWkOfvZHBP-rjJkJP9O=mo,Rubbish not delivery in over area just 2 restaurant shown time waste,1,0,,2021-04-10 19:13:55,"Hi User, we understand this can be frustrating but kindly note that we are adding new restaurants in our app and increasing our delivery areas so that our customers can have a wide variety of options to choose from. Please stay tuned for more updates.",2021-04-14 06:11:52
3893,gp:AOqpTOEeMCap82RyoZK2rsg4zMiSXf4kA_dQy7tGcHBbsiAKEdx8G9BcBbIytbuz6FuZ8PE4wn0fPedZN3mB-2o,Abdurrehman Abd,https://play-lh.googleusercontent.com/a-/AOh14Gim1j1h0YrPucGgfFI7sLHfTtOVzMMdXuPj9L9s5w,They cancelled my order after 1.5hrs wth is this,1,0,3.10.4,2021-02-22 16:45:50,"Hey Abdurrehman, we apologize for the disappointment. Please share the order details with us at info@cheetay.pk. We will get in touch with you and do the needful.",2021-02-22 17:42:16
3894,gp:AOqpTOFxvKYJ_2Mptc3vg-LsQCBH3zoFKoWlxIkaFKBmTIx4ohrGika7HlTe8-QihU-oKgXzmwxSh_dCKY6sFOA,Muhammad Usama Yousaf Arain,https://play-lh.googleusercontent.com/a-/AOh14GhSlLVqBbK73m-ls8biAtvhQNHgEsl_rPy4xg0-tw,Delivery charges becomes tripled dramatically...,1,1,3.9.4,2020-10-17 12:58:13,,
3895,gp:AOqpTOHItYpgiLh-PFgbM3xPw8AmKnc2fhrXkvYnHZ3MpaIIf2trb8dczVEz5P9cG3BNtIib54WkzhSq4g9B2hg,ali khan,https://play-lh.googleusercontent.com/a/AATXAJz2-Eux_z5zzOJwt-EMX-zkaNRK3rQWKW-BQNcy=mo,I am really sorry to say that you people have a very disappointing service and i have been let down by your service serveral times and even embarrased infront of my friends and family .If you guys can't manage a service kindly stop tormenting people .,1,0,3.10.1,2021-01-03 16:36:56,"Hi Ali, we're gutted to know that your experience with us was not up to the mark :( Could you please elaborate your concern at info@cheetay.pk so we may get investigated at the earliest.",2021-02-16 07:28:41
3896,gp:AOqpTOEmEjSDraGjXPUBv5LhmVLDW5_lNz_C62aESk_S1vK7qNEEc9tMc5icb4wKc6QfVS2K-4T8bbhqjP3sBzw,Vasi Ahmed,https://play-lh.googleusercontent.com/a/AATXAJwl5RVX3t9C_WHWEJpS0Dt6EocgwkVtevZedDN_=mo,Very cheep service and aplication,1,0,3.8.2,2020-08-20 07:57:07,,
3897,gp:AOqpTOEPj6ETnomEaR9WYtOwuNwCMB8vIDFI1163uod4koRiiVf7rWEQwa9of6qs-SoHNOYa8mBnxzVp7tLutKU,Saeed Ur Rehman,https://play-lh.googleusercontent.com/a/AATXAJw1NKxTuQXu36nvxlu0QdGWfjs2XacIXsek_-_ZzQ=mo,Useful App With Great Features Offering,5,0,3.6.2,2020-04-09 13:08:08,,
3898,gp:AOqpTOGnTFbMpBfJXiPJ8Eq_fevBK4Vdau4lEBY9GuJk11WzGYI29LrY8CutBM1SgdrE9yo-ngtjJP81Aiepp6k,S M F Ali Ibne Hasan,https://play-lh.googleusercontent.com/a-/AOh14GiJ5eJOA62moHUzQdk0J3-38mJUkSoHkWELN9nHsCs,Lots of improvement required!,2,0,1.56,2019-08-30 13:40:39,,
3899,gp:AOqpTOFKcFXWBBX7p4fdP1-SYhYe-PHsz2rC65_kxLt84af7qNyf7Ry0xfChJEARpDfVyIO7JQpsOXobSUVtG0k,Muhammad Haroon Ashfaq,https://play-lh.googleusercontent.com/a-/AOh14Gg-9ApO21ncca6CUUyuWGNx23fNl0wFmFJiEVRy3FM,"Poorest food delivery service ever, better if you go and get the food yourself.",1,0,,2019-06-09 12:35:13,Please accept our sincere apologies. Can you please update the order details here or contact us at info@cheetay.pk so that we can have a look into this right away?,2019-06-13 12:13:15
3900,gp:AOqpTOEQZpn0B3DEZ7sUcZIRwxU7C0dbNm0j6eSXTwqRzN1SH6pOEzO_lFRvXIt4cOG6jOm_H8doWkaZksz4UQE,amaan khan gaming,https://play-lh.googleusercontent.com/a-/AOh14GiHdQIrE5dTbl_4a-MiSvZ4Vq01GcniTh9G-RcSeg,This app is very use ful app use and download,5,0,,2021-07-28 19:06:46,"Hey Amaan, we are really glad that you liked our services
If you have any feedback or suggestion, you could write to us at info@cheetay.pk.",2021-07-29 06:53:20
3901,gp:AOqpTOES8F2zOe0j-gVTfZfrL3JxkFoEBPL0u-f7k62Wzq44ZZUNAXUk4nstoN66ht-cLph9DTbkaqSSQKOrdpU,Aqeel Kazmi,https://play-lh.googleusercontent.com/a-/AOh14Giw3A5Gc8vIYoEpGZx7RMkApZ4IXedN4z3zAVgx,Such at stupidity application today i download for play store i can't explain 😂 in words such a poorly severice i can't see in my life so plz don't use cheetay stupid app thanks,1,0,3.10.4,2021-02-11 21:26:48,"Hi Aqeel, we’re sorry to hear that you feel this way and we would like to get your valuable feedback on how we can improve our services and our app. Please get back to us at info@cheetay.pk so we may fix your issue.",2021-02-12 05:42:05
3902,gp:AOqpTOGDjoHhqBEeADUgloxmaiNYgXjhqwBv1XkMy1tmCtLdrqLXcl1tP9u5Ts69ZSzyV0QcClUWtDL_q0mXzyo,Mr electric,https://play-lh.googleusercontent.com/a-/AOh14GgNKzL7RWnWDS2kFxIZUVc3ZQZyLc_1u56ZnODy,I ordered 10 times but only 2 are delivered,1,1,1.48,2020-02-29 09:41:47,,
3903,gp:AOqpTOFMCA7AXZ9v-vGfbdFyVVErqbs6EdAXXjUKcSAf4c3CaEQ7mAEB13hJQwBDWH01cJqN767cxlqwcLSg4Fw,ahsan asad,https://play-lh.googleusercontent.com/a-/AOh14GjoH9--Rl4TfQQX6_TwNKrtwn0ES0x7YSRxsp6-,Good app for online cheap food order and eat,5,0,3.9.4,2020-10-24 15:19:31,,
3904,gp:AOqpTOGKlKqDa7hDg2nh0TaIxBCHT7g9fjgsSqwwqYC9zWOAEp32RpZxNc-h2k_FVzMDx6c23IeEIGFuKtrKFfg,Awais Chaudry,https://play-lh.googleusercontent.com/a-/AOh14Ghf7vbxa_NeI8S-DgglZDuexPdiO2bLJ_MYlhuY,Pathetic service.. Dont try this delivery app.,1,0,,2020-03-12 19:03:48,,
3905,gp:AOqpTOEX9-9JqGBw9nZfeHMUOqOgZArcTQ9D7pnskACF-KkGwc5qDCtS2iiKIGLkv7GYDwRQ2KpT1hFOHlPwhQM,fawad bukhary,https://play-lh.googleusercontent.com/a-/AOh14Gh-3NN4VZ0h-Arnqwq58iAAsRpHqWXIM6eXSD70,Keep up the good work! May Allah bless you and your riders who are helping us during the lockdown.,5,0,3.6.2,2020-04-23 15:51:06,,
3906,gp:AOqpTOFFUW8m_Bg1ONe5JCp7zyiQ8lowEcjUSktQTClB2mK3CQxrSvJE6sBsHKjhE00xa__r_LROO5DXljXq0Gk,Asad Farooq,https://play-lh.googleusercontent.com/a-/AOh14GiCln7HnwuGglr5RsaqMl5a9GejU6pyivXy4RWDng,I had ordered my favourite food from cheetay and I was really happy that atleast someone is here who care about me but then cheetay reduce their delivery radius and now I cant order my favourite food just because of Cheetay I hate u Cheetay...!!!,1,0,3.10.6,2021-04-05 00:23:44,"Hi Asad, we regret the inconvenience caused. Can you please share the complete name of the restaurant at info@cheetay.pk so we may assist you in a better way.",2021-04-05 09:43:50
3907,gp:AOqpTOFsT00kXoBIoEJxC1Zp3UQ29CMNkNRdBD0_DkG5j17UdngvYd2H88xFRx6x6tjwoMbgZ7bQkwQ_TxSOGQg,Usman Mani,https://play-lh.googleusercontent.com/a-/AOh14GireTxcvJLnTFKIbaLF5fqbxJA6kSkzi93E2ZfchQ,Great experience every time... 👍🏻,5,1,3.9.1,2020-09-04 21:46:12,,
3908,gp:AOqpTOE_JxFA7dKVynERdOjRfxBpTTkA0IZjRaENZk5O3lKER8fVmDuLITRu-Gpyq_lq348b2SYtU_P53c0r4zU,Malik iqbal Channar,https://play-lh.googleusercontent.com/a/AATXAJzPxhAKyWIvYkv42JKkpLmvclQSaahjoYDvDUun=mo,Super hit service h and good plan,5,0,3.6.2,2020-04-10 11:57:40,,
3909,gp:AOqpTOFoWrgQqma_bM4GBL_ef1HUNzrlrSsYguoaEga2BrTrlWJTHrvjTZjCBdLx1BfXTbnVqp4GTcOK9vJC-oY,Muhammad Ehtisham,https://play-lh.googleusercontent.com/a-/AOh14Gi6V55BBVD3i-xa7SCHKM7fu8l4EgciAY_wO54JHA,"Worst experience, poor helpline, arrogant representatives. Not recommended at all",2,0,3.5.1,2020-03-03 16:26:12,,
3910,gp:AOqpTOE7icLU1rYC95Xwf0m2aEizA-ERHnMMfD25Qsj3-fxcwp4kKvbg7LvbfvKGx75sQL7lVGKKUKhM2BlrHSg,Khana Gharana,https://play-lh.googleusercontent.com/a-/AOh14Gh7dWH_Nix4gEdQOAyWKiHK7CgqURfzd4TpZtsI,CHEETAYSIXER Code is not working in Bahawalpur even when I used it for a non-discounted deal. Please fix it!!!!!!!! 😨,1,0,,2020-03-08 15:33:36,,
3911,gp:AOqpTOF8FN6hEd4diaHpF9KYimWC-0j_MI9bUCtM-tWt_xhCrmqrS6SnnXuLNzKqXRatNh9h4vfXgWyZgDa63KA,Muddasir Ur Rehman,https://play-lh.googleusercontent.com/a-/AOh14GgU0SB9KC3InYNUnsU69epIIUWrbs7c17SkN6ROFQ,Sent me a promo code via zong after downloading it there wasn't even a place to put that wasted my half an hour,1,0,3.10.1,2020-12-16 11:01:06,,
3912,gp:AOqpTOFuxpvV-DqJaRyb3FBe6wgaEz_IM5NVmuyjktAbHTVm-sx0567DGqnYBnygf6nmhzq0HR0Y-yfWE5pmTG0,Arhum Kammran,https://play-lh.googleusercontent.com/a-/AOh14GjVTCnt7evyA_23WorbCNjuagCnI-55SZvSqGzm,"Great app, way better than foodpanda",5,0,3.9.2,2020-09-19 19:56:35,,
3913,gp:AOqpTOGk67VCtAGsieiWMh_jKrt7cXAljLgIf_fsUzcRxSkJcVUVhi46No4WrrFZtg-MgZBjXL1bK3CpcABuoaU,aina sardar,https://play-lh.googleusercontent.com/a-/AOh14GibILi_iaVKba4AmXIrSMza1lViCIX_HAfOe4UfZw,Changing my review coz at least i got the food. But please tell the correct delivery time.,5,0,,2021-04-29 10:25:53,"Hi Aina, thank you for your updated review! :) We are working hard to improve our services and hope that you will have a better experience with us in the future.",2021-04-30 09:58:10
3914,gp:AOqpTOG-NZEhHxBEG5eb_PhI5yXgKznBysBDKhJQH0HLNXumu1ed36SURNJ-AYfCC6T4ii_Bu78r9y_PYHAn_yI,haider ali,https://play-lh.googleusercontent.com/a/AATXAJxnG7q4nqgr-Lbmng6wqT67cJ4vefvGt6xaNxWn=mo,It delivered item on time.,5,0,3.9.4,2020-10-23 11:57:44,,
3915,gp:AOqpTOEj64gG-XRLb8S53zIkwbANXzr7jSp0sbOpaWEy1fyWd1HT1homAr_wMhyQnizUmSz56wSTjCWO8z30cnc,Ahsan Khan,https://play-lh.googleusercontent.com/a/AATXAJwBZnd9-da1RNSfXdHwxYxri4CLZh1lUNgIavCEag=mo,More options more discounts :),4,0,3.9.2,2020-09-18 08:57:14,,
3916,gp:AOqpTOFDOtyqmfc41pMcAMfOyPYw3rtSnPMHkdoNiR7E3RJ-gxzLIXCJtIPlY0yK95qazAIucr9FyA024lkQZqg,Muhammad Faraz,https://play-lh.googleusercontent.com/a-/AOh14Gi__MARJxA2otu5K6O0zuy4RK0mHRgrWWiVNatOWA,Best food delivery service so far,5,0,3.8.2,2020-08-21 16:49:23,,
3917,gp:AOqpTOH8baS0XapLXdn_fh1cPaPz6rBALLWnkaMMiyNUQ5Fi0iRwEluIBLp3xAP7Hut8n6dj3ivY3mBMZnO6nXI,sheikh fayyaz,https://play-lh.googleusercontent.com/a-/AOh14GhQ_BU8or6exl5qCDpV_WH738ll6yUbjSn6ev3GiA,No offers at once It is getting slow day by day,3,0,3.10.1,2020-12-28 12:32:24,"Hey Sheikh, please stay tuned to our website and social media platforms for updated offers. Do let us know how we can earn 5-stars from you by reaching out to us at info@cheetay.pk",2021-03-02 06:52:51
3918,gp:AOqpTOEFO4ZijlTyQkiO1RaOeHsyQPz_QgFon0fq3y6na_0K3-aUQmnI3dCqZv6bsRUTpFm1xckhUvZB96VcWIs,Salman Ghaffar,https://play-lh.googleusercontent.com/a/AATXAJx8tDFkj-6eM6d6yZGaT9rNJPEWv3V7fJ4J_0AM=mo,Worst worst app no response at all from the customer service just waste of time please don't downlaod.,1,0,3.9.5,2020-11-10 23:21:10,,
3919,gp:AOqpTOHsSCmGtZIi13KMW-QuhZgt9wQw5T3zRPg_D_-18ZRgYrChZlR3oj1Rq9a5qj360U5VCUC2ORH6gS2F-Oc,Bilal Abbasi,https://play-lh.googleusercontent.com/a-/AOh14GiIfGAgfv0iXoR8gquDQH6N6Fq50q_bbLXP-Mtv,Worst app. Unavailable everywhere.,1,0,3.10.0,2020-11-13 13:22:27,,
3920,gp:AOqpTOG-C8gpOE4jfsxEMiZZrhoRXhDUYaiwXX5RSkzbC_1i_I1REhU65RqYtcyrXeun32M3k223XLKpnipIRjk,Mr.shahid 143,https://play-lh.googleusercontent.com/a-/AOh14GiTqgQOEGuEYwdq5ovA4-2-sNSaSBOrEeTf-Zqi,Nice way form delvery in pakistan,3,0,3.10.4,2021-03-11 12:13:03,"Hi Shahid, happy to hear that you find the app good :) Please let us know the reason behind this low rating at info@cheetay.pk. We'd be happy to improve our app based on your suggestions.
",2021-03-12 05:06:30
3921,gp:AOqpTOG9_YkdBgsEeFB1M9uaRjm7dgxxbzl1l_rHcMBnsa4kZWFGFxDE37RP5kIL6rS5vY0WmYoVIohknwMbT_8,Sonia Farid,https://play-lh.googleusercontent.com/a/AATXAJxWiwX0K0KX_Li-Rdxy9CujERLO3tgpx1FJXEV9=mo,Pathetic app. I would recommend no one should use this app,1,0,3.11.4,2021-06-22 08:04:01,"Hey Sonia, we are sorry for the inconvenience caused. Please share your issue with us at info@cheetay.pk and we will look into it at the earliest.",2021-06-28 04:52:28
3922,gp:AOqpTOH8vJvWPhTI76UAnCqvk_tGswByfdKv3rRRhRnqS_uP2VcS8QhPuCpApfZEgft8pefgvnJ32NBzouWpnDg,Dr Abdul Basit Khan,https://play-lh.googleusercontent.com/a-/AOh14GiCw_mUa4enPbJ-_YV9yWfitRatPKl95jk5ltxhqg,"Fake discounts, bkwas app, third class, don't waste your time",1,1,3.8.0,2020-07-03 09:22:40,,
